player,AD,VI,Ø,club,home,away,time,date,hashtag
Tom Boere,---,---,---,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Michael Breij,5.0,5.0,5,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Maxim Gullit,5.0,6.0,5.5,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Sam Hendriks,---,---,---,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Jamie Jacobs,5.0,5.0,5,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Issa Kallon,5.0,5.5,5.25,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Calvin Mac-Intosch,4.5,5.0,4.75,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Robin Maulun,6.5,6.0,6.25,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Mitchell Paulissen,5.0,5.0,5,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Doke Schmidt,5.0,5.0,5,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Erik Schouten,5.0,5.0,5,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Sonny Stevens,4.0,4.0,4,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Marco Tol,6.0,6.5,6.25,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Roberts Uldriķis,5.5,5.5,5.5,SC Cambuur,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Nikolai Baden Frederiksen,6.0,7.5,6.75,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Riechedly Bazoer,6.5,7.0,6.75,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Thomas Buitink,7.0,7.0,7,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Oussama Darfalou,---,---,---,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Eli Dasa,6.5,6.5,6.5,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Danilho Doekhi,6.0,7.0,6.5,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Toni Domgjoni,---,---,---,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Yann Gboho,6.0,6.5,6.25,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Tomáš Hajek,---,---,---,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Jeroen Houwen,6.0,5.5,5.75,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Daan Huisman,6.0,7.0,6.5,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Loïs Openda,8.0,8.0,8,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Jacob Rasmussen,6.0,6.0,6,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Sondre Tronstad,8.0,8.5,8.25,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Patrick Vroegh,6.0,6.0,6,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Maximilian Wittek,7.5,8.0,7.75,Vitesse,SC Cambuur,Vitesse,18:45,2021-12-04,camvit
Nick Bakker,6.0,6.5,6.25,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Siem de Jong,---,---,---,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Tibor Halilović,6.0,5.0,5.5,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Rami Kaib,5.5,6.0,5.75,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Rodney Kongolo,---,---,---,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Nicolas Madsen,6.5,6.0,6.25,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Xavier Mous,6.0,5.5,5.75,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Anthony Musaba,7.0,6.0,6.5,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Benjamin Nygren,---,---,---,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Sven van Beek,6.5,6.0,6.25,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Arjen van der Heide,5.5,6.0,5.75,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Milan van Ewijk,6.0,6.0,6,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Henk Veerman,5.0,5.0,5,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Joey Veerman,6.0,6.0,6,sc Heerenveen,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Steven Berghuis,5.0,6.5,5.75,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Daley Blind,7.0,7.5,7.25,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Mohamed Daramy,---,---,---,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
David Neres,---,---,---,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Ryan Gravenberch,6.0,6.5,6.25,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Sébastien Haller,6.5,6.5,6.5,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Davy Klaassen,5.5,6.0,5.75,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Mohammed Kudus,6.0,7.0,6.5,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Lisandro Martínez,---,---,---,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Noussair Mazraoui,6.0,7.0,6.5,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Remko Pasveer,7.5,7.5,7.5,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Devyne Rensch,---,---,---,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Perr Schuurs,6.5,7.0,6.75,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Dušan Tadić,7.0,8.0,7.5,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Kenneth Taylor,---,---,---,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Jurriën Timber,6.5,7.0,6.75,AFC Ajax,sc Heerenveen,AFC Ajax,18:45,2021-10-16,heeaja
Siem de Jong,5.5,5.0,5.25,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Ibrahim Drešević,6.0,6.0,6,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Tibor Halilović,5.0,5.0,5,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Rodney Kongolo,5.0,5.0,5,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Erwin Mulder,5.5,4.5,5,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Djenahro Nunumete,---,---,---,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Benjamin Nygren,5.0,6.0,5.5,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Filip Stevanović,5.0,5.0,5,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Sven van Beek,6.5,6.0,6.25,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Arjen van der Heide,---,---,---,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Milan van Ewijk,6.0,6.5,6.25,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Henk Veerman,6.0,7.0,6.5,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Joey Veerman,5.0,5.5,5.25,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Lucas Woudenberg,5.0,5.0,5,sc Heerenveen,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Zakaria Aboukhlal,6.0,5.0,5.5,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Jordy Clasie,---,---,---,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Dani de Wit,6.0,6.0,6,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Håkon Evjen,---,---,---,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Albert Guðmundsson,---,---,---,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Jesper Karlsson,6.0,5.0,5.5,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Teun Koopmeiners,5.5,6.5,6,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Timo Letschert,5.5,6.0,5.75,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Bruno Martins Indi,6.0,6.5,6.25,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Fredrik Midtsjø,6.0,6.5,6.25,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Vangelis Pavlidis,6.5,7.5,7,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Tijjani Reijnders,---,---,---,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Yukinari Sugawara,6.0,7.0,6.5,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Hobie Verhulst,5.5,6.0,5.75,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Aslak Witry,6.5,7.5,7,AZ Alkmaar,sc Heerenveen,AZ Alkmaar,16:45,2021-08-29,heeaz
Siem de Jong,---,---,---,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Ibrahim Drešević,6.0,5.0,5.5,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Tibor Halilović,6.5,6.0,6.25,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Rami Kaib,---,---,---,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Nicolas Madsen,5.5,6.0,5.75,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Xavier Mous,5.5,5.5,5.5,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Erwin Mulder,5.5,6.0,5.75,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Anthony Musaba,5.0,5.5,5.25,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Benjamin Nygren,---,---,---,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Filip Stevanović,---,---,---,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Sven van Beek,5.0,4.5,4.75,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Arjen van der Heide,6.0,5.5,5.75,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Milan van Ewijk,4.5,4.5,4.5,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Henk Veerman,6.0,7.0,6.5,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Joey Veerman,5.0,5.0,5,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Lucas Woudenberg,5.5,5.5,5.5,sc Heerenveen,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Jesse Bosch,---,---,---,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Wout Brama,---,---,---,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Luca Everink,6.0,7.5,6.75,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Mees Hilgers,6.0,6.5,6.25,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Julio Pleguezuelo,---,---,---,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Dimitris Limnios,6.0,6.0,6,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Virgil Misidjan,---,---,---,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Robin Pröpper,6.0,5.0,5.5,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Daan Rots,6.5,7.5,7,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Michal Sadílek,6.5,6.0,6.25,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Gijs Smal,6.0,6.5,6.25,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Manfred Ugalde,---,---,---,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Lars Unnerstall,6.0,6.5,6.25,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Ricky van Wolfswinkel,6.5,5.5,6,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Michel Vlap,6.5,6.5,6.5,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Ramiz Zerrouki,6.0,6.0,6,FC Twente,sc Heerenveen,FC Twente,14:30,2021-09-26,heetwe
Rami Al Hajj,---,---,---,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Nick Bakker,5.0,5.5,5.25,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Siem de Jong,5.5,5.0,5.25,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Ibrahim Drešević,6.0,6.0,6,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Tibor Halilović,6.0,6.0,6,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Rami Kaib,5.5,5.0,5.25,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Rodney Kongolo,---,---,---,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Nicolas Madsen,5.0,5.5,5.25,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Xavier Mous,6.0,6.0,6,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Anthony Musaba,6.5,6.0,6.25,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Benjamin Nygren,---,---,---,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Filip Stevanović,---,---,---,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Sven van Beek,5.0,5.5,5.25,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Milan van Ewijk,5.0,6.0,5.5,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Henk Veerman,6.0,5.5,5.75,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Joey Veerman,6.5,5.5,6,sc Heerenveen,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Fredrik Aursnes,6.5,6.5,6.5,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Justin Bijlow,6.5,6.5,6.5,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Cyriel Dessers,---,---,---,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Mark Diemers,---,---,---,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Lutsharel Geertruida,6.5,7.5,7,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Alireza Jahanbakhsh,6.0,6.0,6,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Orkun Kökçü,7.0,7.5,7.25,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Bryan Linssen,6.5,7.5,7,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Tyrell Malacia,7.0,7.0,7,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Reiss Nelson,6.0,6.0,6,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Marcus Pedersen,6.0,6.5,6.25,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Marcos Senesi,7.0,7.5,7.25,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Guus Til,6.5,7.5,7,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Jens Toornstra,---,---,---,Feyenoord,sc Heerenveen,Feyenoord,18:45,2021-12-22,heefey
Rami Al Hajj,---,---,---,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Siem de Jong,5.5,6.0,5.75,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Ibrahim Drešević,6.5,6.5,6.5,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Tibor Halilović,6.0,6.5,6.25,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Nicolas Madsen,6.5,7.0,6.75,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Erwin Mulder,6.0,7.0,6.5,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Anthony Musaba,---,---,---,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Benjamin Nygren,6.0,6.5,6.25,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Sven van Beek,6.5,7.0,6.75,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Arjen van der Heide,---,---,---,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Milan van Ewijk,6.0,6.5,6.25,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Henk Veerman,6.5,7.5,7,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Joey Veerman,6.5,6.5,6.5,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Lucas Woudenberg,6.0,6.5,6.25,sc Heerenveen,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Martin Angha,6.0,6.0,6,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Samy Baghdadi,---,---,---,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
George Cox,5.5,5.5,5.5,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Deroy Duarte,6.0,5.5,5.75,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Emil Hansson,5.5,5.5,5.5,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Roel Janssen,5.5,6.5,6,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Toshio Lake,---,---,---,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Tijjani Noslin,---,---,---,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Ben Rienstra,5.5,6.5,6,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Bassala Sambou,5.5,5.5,5.5,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Mats Seuntjens,5.5,5.5,5.5,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Tesfaldet Tekie,6.5,5.5,6,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Mickaël Tirpan,6.0,5.5,5.75,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Yanick van Osch,6.5,7.5,7,Fortuna Sittard,sc Heerenveen,Fortuna Sittard,16:30,2021-09-18,heefor
Rami Al Hajj,6.0,5.5,5.75,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Nick Bakker,5.0,5.5,5.25,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Siem de Jong,6.0,5.5,5.75,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Ibrahim Drešević,5.0,6.0,5.5,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Thom Haye,6.0,6.5,6.25,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Nicolas Madsen,5.5,5.5,5.5,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Xavier Mous,6.0,6.0,6,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Anthony Musaba,---,---,---,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Amin Sarr,5.5,5.5,5.5,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Filip Stevanović,---,---,---,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Anas Tahiri,5.5,5.5,5.5,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Milan van Ewijk,6.5,6.5,6.5,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Sydney van Hooijdonk,6.0,4.5,5.25,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Lucas Woudenberg,6.0,6.5,6.25,sc Heerenveen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Édgar Barreto,5.5,6.0,5.75,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Mattijs Branderhorst,7.0,7.0,7,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Mikkel Duelund,---,---,---,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Souffian el Karouani,5.0,6.5,5.75,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Iván Márquez,6.5,6.5,6.5,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Magnus Mattsson,5.5,6.0,5.75,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Cas Odenthal,6.5,6.5,6.5,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Jonathan Okita,5.5,5.5,5.5,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Dirk Proper,---,---,---,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Rodrigo Guth,6.5,6.5,6.5,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Lasse Schöne,5.5,6.0,5.75,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Elayis Tavşan,7.0,7.5,7.25,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Bart van Rooij,5.0,5.5,5.25,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Calvin Verdonk,---,---,---,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Javier Vet,6.0,5.5,5.75,NEC Nijmegen,sc Heerenveen,NEC Nijmegen,14:30,2022-02-13,heenec
Rami Al Hajj,---,---,---,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Nick Bakker,5.5,5.5,5.5,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Siem de Jong,5.5,5.5,5.5,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Ibrahim Drešević,6.0,5.5,5.75,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Tibor Halilović,6.0,6.5,6.25,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Rami Kaib,5.0,4.5,4.75,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Nicolas Madsen,5.0,5.0,5,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Xavier Mous,6.5,6.5,6.5,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Anthony Musaba,5.0,5.0,5,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Benjamin Nygren,---,---,---,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Filip Stevanović,5.0,5.5,5.25,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Anas Tahiri,6.0,6.0,6,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Sven van Beek,6.0,6.5,6.25,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Milan van Ewijk,5.5,5.5,5.5,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Henk Veerman,4.5,5.5,5,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Lucas Woudenberg,5.5,6.0,5.75,sc Heerenveen,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Pelle Clement,6.5,6.0,6.25,PEC Zwolle,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Oussama Darfalou,6.5,6.0,6.25,PEC Zwolle,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Mees de Wit,7.0,7.0,7,PEC Zwolle,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Dean Huiberts,---,---,---,PEC Zwolle,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Gervane Kastaneer,---,---,---,PEC Zwolle,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
Kostas Lamprou,7.5,7.0,7.25,PEC Zwolle,sc Heerenveen,PEC Zwolle,20:00,2022-01-22,heepec
